,location,date,new_cases,iso_code
111,Africa,2022-08-20,0.0,OWID_AFR
112,Africa,2022-08-21,0.0,OWID_AFR
113,Africa,2022-08-22,0.0,OWID_AFR
114,Africa,2022-08-23,0.0,OWID_AFR
115,Africa,2022-08-24,0.0,OWID_AFR
116,Africa,2022-08-25,0.0,OWID_AFR
117,Africa,2022-08-26,69.0,OWID_AFR
118,Africa,2022-08-27,0.0,OWID_AFR
119,Africa,2022-08-28,0.0,OWID_AFR
120,Africa,2022-08-29,2.0,OWID_AFR
121,Africa,2022-08-30,0.0,OWID_AFR
122,Africa,2022-08-31,0.0,OWID_AFR
123,Africa,2022-09-01,0.0,OWID_AFR
124,Africa,2022-09-02,44.0,OWID_AFR
125,Africa,2022-09-03,0.0,OWID_AFR
126,Africa,2022-09-04,0.0,OWID_AFR
127,Africa,2022-09-05,0.0,OWID_AFR
128,Africa,2022-09-06,2.0,OWID_AFR
129,Africa,2022-09-07,0.0,OWID_AFR
130,Africa,2022-09-08,0.0,OWID_AFR
131,Africa,2022-09-09,39.0,OWID_AFR
132,Africa,2022-09-10,0.0,OWID_AFR
133,Africa,2022-09-11,0.0,OWID_AFR
134,Africa,2022-09-12,0.0,OWID_AFR
135,Africa,2022-09-13,0.0,OWID_AFR
136,Africa,2022-09-14,0.0,OWID_AFR
137,Africa,2022-09-15,2.0,OWID_AFR
138,Africa,2022-09-16,70.0,OWID_AFR
139,Africa,2022-09-17,0.0,OWID_AFR
140,Africa,2022-09-18,0.0,OWID_AFR
141,Africa,2022-09-19,0.0,OWID_AFR
142,Africa,2022-09-20,0.0,OWID_AFR
143,Africa,2022-09-21,1.0,OWID_AFR
144,Africa,2022-09-22,0.0,OWID_AFR
145,Africa,2022-09-23,73.0,OWID_AFR
146,Africa,2022-09-24,0.0,OWID_AFR
147,Africa,2022-09-25,0.0,OWID_AFR
148,Africa,2022-09-26,0.0,OWID_AFR
149,Africa,2022-09-27,1.0,OWID_AFR
150,Africa,2022-09-28,0.0,OWID_AFR
151,Africa,2022-09-29,0.0,OWID_AFR
152,Africa,2022-09-30,31.0,OWID_AFR
153,Africa,2022-10-01,10.0,OWID_AFR
154,Africa,2022-10-02,0.0,OWID_AFR
155,Africa,2022-10-03,0.0,OWID_AFR
156,Africa,2022-10-04,0.0,OWID_AFR
157,Africa,2022-10-05,0.0,OWID_AFR
158,Africa,2022-10-06,0.0,OWID_AFR
159,Africa,2022-10-07,76.0,OWID_AFR
160,Africa,2022-10-08,0.0,OWID_AFR
161,Africa,2022-10-09,0.0,OWID_AFR
162,Africa,2022-10-10,0.0,OWID_AFR
163,Africa,2022-10-11,0.0,OWID_AFR
164,Africa,2022-10-12,0.0,OWID_AFR
165,Africa,2022-10-13,0.0,OWID_AFR
166,Africa,2022-10-14,35.0,OWID_AFR
167,Africa,2022-10-15,0.0,OWID_AFR
168,Africa,2022-10-16,0.0,OWID_AFR
169,Africa,2022-10-17,0.0,OWID_AFR
170,Africa,2022-10-18,0.0,OWID_AFR
171,Africa,2022-10-19,1.0,OWID_AFR
172,Africa,2022-10-20,0.0,OWID_AFR
173,Africa,2022-10-21,46.0,OWID_AFR
174,Africa,2022-10-22,0.0,OWID_AFR
175,Africa,2022-10-23,0.0,OWID_AFR
176,Africa,2022-10-24,0.0,OWID_AFR
177,Africa,2022-10-25,0.0,OWID_AFR
178,Africa,2022-10-26,0.0,OWID_AFR
179,Africa,2022-10-27,0.0,OWID_AFR
180,Africa,2022-10-28,28.0,OWID_AFR
181,Africa,2022-10-29,0.0,OWID_AFR
182,Africa,2022-10-30,0.0,OWID_AFR
183,Africa,2022-10-31,0.0,OWID_AFR
184,Africa,2022-11-01,0.0,OWID_AFR
185,Africa,2022-11-02,0.0,OWID_AFR
186,Africa,2022-11-03,0.0,OWID_AFR
187,Africa,2022-11-04,21.0,OWID_AFR
188,Africa,2022-11-05,0.0,OWID_AFR
189,Africa,2022-11-06,0.0,OWID_AFR
190,Africa,2022-11-07,0.0,OWID_AFR
191,Africa,2022-11-08,0.0,OWID_AFR
192,Africa,2022-11-09,0.0,OWID_AFR
193,Africa,2022-11-10,0.0,OWID_AFR
194,Africa,2022-11-11,22.0,OWID_AFR
195,Africa,2022-11-12,0.0,OWID_AFR
196,Africa,2022-11-13,0.0,OWID_AFR
197,Africa,2022-11-14,0.0,OWID_AFR
198,Africa,2022-11-15,0.0,OWID_AFR
199,Africa,2022-11-16,0.0,OWID_AFR
200,Africa,2022-11-17,0.0,OWID_AFR
201,Africa,2022-11-18,25.0,OWID_AFR
202,Africa,2022-11-19,0.0,OWID_AFR
203,Africa,2022-11-20,0.0,OWID_AFR
204,Africa,2022-11-21,0.0,OWID_AFR
205,Africa,2022-11-22,0.0,OWID_AFR
206,Africa,2022-11-23,0.0,OWID_AFR
207,Africa,2022-11-24,0.0,OWID_AFR
208,Africa,2022-11-25,35.0,OWID_AFR
209,Africa,2022-11-26,0.0,OWID_AFR
210,Africa,2022-11-27,0.0,OWID_AFR
211,Africa,2022-11-28,0.0,OWID_AFR
212,Africa,2022-11-29,0.0,OWID_AFR
213,Africa,2022-11-30,0.0,OWID_AFR
214,Africa,2022-12-01,0.0,OWID_AFR
215,Africa,2022-12-02,43.0,OWID_AFR
216,Africa,2022-12-03,0.0,OWID_AFR
217,Africa,2022-12-04,0.0,OWID_AFR
218,Africa,2022-12-05,0.0,OWID_AFR
219,Africa,2022-12-06,0.0,OWID_AFR
220,Africa,2022-12-07,0.0,OWID_AFR
221,Africa,2022-12-08,0.0,OWID_AFR
222,Africa,2022-12-09,34.0,OWID_AFR
223,Africa,2022-12-10,0.0,OWID_AFR
224,Africa,2022-12-11,0.0,OWID_AFR
225,Africa,2022-12-12,1.0,OWID_AFR
226,Africa,2022-12-13,0.0,OWID_AFR
227,Africa,2022-12-14,0.0,OWID_AFR
228,Africa,2022-12-15,0.0,OWID_AFR
229,Africa,2022-12-16,12.0,OWID_AFR
230,Africa,2022-12-17,0.0,OWID_AFR
231,Africa,2022-12-18,0.0,OWID_AFR
232,Africa,2022-12-19,0.0,OWID_AFR
233,Africa,2022-12-20,0.0,OWID_AFR
234,Africa,2022-12-21,0.0,OWID_AFR
235,Africa,2022-12-22,0.0,OWID_AFR
236,Africa,2022-12-23,10.0,OWID_AFR
237,Africa,2022-12-24,0.0,OWID_AFR
238,Africa,2022-12-25,0.0,OWID_AFR
239,Africa,2022-12-26,0.0,OWID_AFR
240,Africa,2022-12-27,0.0,OWID_AFR
241,Africa,2022-12-28,0.0,OWID_AFR
242,Africa,2022-12-29,0.0,OWID_AFR
243,Africa,2022-12-30,8.0,OWID_AFR
244,Africa,2022-12-31,0.0,OWID_AFR
245,Africa,2023-01-01,0.0,OWID_AFR
246,Africa,2023-01-02,0.0,OWID_AFR
247,Africa,2023-01-03,0.0,OWID_AFR
248,Africa,2023-01-04,0.0,OWID_AFR
249,Africa,2023-01-05,0.0,OWID_AFR
250,Africa,2023-01-06,48.0,OWID_AFR
251,Africa,2023-01-07,0.0,OWID_AFR
252,Africa,2023-01-08,0.0,OWID_AFR
253,Africa,2023-01-09,0.0,OWID_AFR
254,Africa,2023-01-10,2.0,OWID_AFR
255,Africa,2023-01-11,0.0,OWID_AFR
256,Africa,2023-01-12,0.0,OWID_AFR
257,Africa,2023-01-13,20.0,OWID_AFR
258,Africa,2023-01-14,0.0,OWID_AFR
259,Africa,2023-01-15,0.0,OWID_AFR
260,Africa,2023-01-16,0.0,OWID_AFR
261,Africa,2023-01-17,0.0,OWID_AFR
262,Africa,2023-01-18,0.0,OWID_AFR
263,Africa,2023-01-19,0.0,OWID_AFR
264,Africa,2023-01-20,33.0,OWID_AFR
265,Africa,2023-01-21,0.0,OWID_AFR
266,Africa,2023-01-22,0.0,OWID_AFR
267,Africa,2023-01-23,0.0,OWID_AFR
268,Africa,2023-01-24,0.0,OWID_AFR
269,Africa,2023-01-25,0.0,OWID_AFR
270,Africa,2023-01-26,0.0,OWID_AFR
271,Africa,2023-01-27,27.0,OWID_AFR
272,Africa,2023-01-28,0.0,OWID_AFR
273,Africa,2023-01-29,0.0,OWID_AFR
274,Africa,2023-01-30,0.0,OWID_AFR
275,Africa,2023-01-31,1.0,OWID_AFR
276,Africa,2023-02-01,0.0,OWID_AFR
277,Africa,2023-02-02,0.0,OWID_AFR
278,Africa,2023-02-03,17.0,OWID_AFR
279,Africa,2023-02-04,0.0,OWID_AFR
280,Africa,2023-02-05,0.0,OWID_AFR
281,Africa,2023-02-06,0.0,OWID_AFR
282,Africa,2023-02-07,0.0,OWID_AFR
283,Africa,2023-02-08,0.0,OWID_AFR
284,Africa,2023-02-09,0.0,OWID_AFR
285,Africa,2023-02-10,6.0,OWID_AFR
286,Africa,2023-02-11,0.0,OWID_AFR
287,Africa,2023-02-12,0.0,OWID_AFR
288,Africa,2023-02-13,0.0,OWID_AFR
289,Africa,2023-02-14,0.0,OWID_AFR
290,Africa,2023-02-15,0.0,OWID_AFR
291,Africa,2023-02-16,0.0,OWID_AFR
292,Africa,2023-02-17,42.0,OWID_AFR
293,Africa,2023-02-18,0.0,OWID_AFR
294,Africa,2023-02-19,0.0,OWID_AFR
295,Africa,2023-02-20,0.0,OWID_AFR
296,Africa,2023-02-21,0.0,OWID_AFR
297,Africa,2023-02-22,0.0,OWID_AFR
298,Africa,2023-02-23,0.0,OWID_AFR
299,Africa,2023-02-24,5.0,OWID_AFR
300,Africa,2023-02-25,0.0,OWID_AFR
301,Africa,2023-02-26,0.0,OWID_AFR
302,Africa,2023-02-27,0.0,OWID_AFR
303,Africa,2023-02-28,0.0,OWID_AFR
304,Africa,2023-03-01,0.0,OWID_AFR
305,Africa,2023-03-02,0.0,OWID_AFR
306,Africa,2023-03-03,2.0,OWID_AFR
307,Africa,2023-03-04,0.0,OWID_AFR
308,Africa,2023-03-05,0.0,OWID_AFR
309,Africa,2023-03-06,0.0,OWID_AFR
310,Africa,2023-03-07,0.0,OWID_AFR
311,Africa,2023-03-08,0.0,OWID_AFR
312,Africa,2023-03-09,0.0,OWID_AFR
313,Africa,2023-03-10,0.0,OWID_AFR
314,Andorra,2022-07-25,2.0,AND
315,Andorra,2022-07-26,1.0,AND
316,Andorra,2022-07-27,0.0,AND
317,Andorra,2022-07-28,0.0,AND
318,Andorra,2022-07-29,0.0,AND
319,Andorra,2022-07-30,0.0,AND
320,Andorra,2022-07-31,0.0,AND
321,Andorra,2022-08-01,0.0,AND
322,Andorra,2022-08-02,0.0,AND
323,Andorra,2022-08-03,0.0,AND
324,Andorra,2022-08-04,0.0,AND
325,Andorra,2022-08-05,1.0,AND
326,Andorra,2022-08-06,0.0,AND
327,Andorra,2022-08-07,0.0,AND
328,Andorra,2022-08-08,0.0,AND
329,Andorra,2022-08-09,0.0,AND
330,Andorra,2022-08-10,0.0,AND
331,Andorra,2022-08-11,0.0,AND
332,Andorra,2022-08-12,0.0,AND
333,Andorra,2022-08-13,0.0,AND
334,Andorra,2022-08-14,0.0,AND
335,Andorra,2022-08-15,0.0,AND
336,Andorra,2022-08-16,0.0,AND
337,Andorra,2022-08-17,0.0,AND
338,Andorra,2022-08-18,0.0,AND
339,Andorra,2022-08-19,0.0,AND
340,Andorra,2022-08-20,0.0,AND
341,Andorra,2022-08-21,0.0,AND
342,Andorra,2022-08-22,0.0,AND
343,Andorra,2022-08-23,0.0,AND
344,Andorra,2022-08-24,0.0,AND
345,Andorra,2022-08-25,0.0,AND
346,Andorra,2022-08-26,0.0,AND
347,Andorra,2022-08-27,0.0,AND
348,Andorra,2022-08-28,0.0,AND
349,Andorra,2022-08-29,0.0,AND
350,Andorra,2022-08-30,0.0,AND
351,Andorra,2022-08-31,0.0,AND
352,Andorra,2022-09-01,0.0,AND
353,Andorra,2022-09-02,0.0,AND
354,Andorra,2022-09-03,0.0,AND
355,Andorra,2022-09-04,0.0,AND
356,Andorra,2022-09-05,0.0,AND
357,Andorra,2022-09-06,0.0,AND
358,Andorra,2022-09-07,0.0,AND
359,Andorra,2022-09-08,0.0,AND
360,Andorra,2022-09-09,0.0,AND
361,Andorra,2022-09-10,0.0,AND
362,Andorra,2022-09-11,0.0,AND
363,Andorra,2022-09-12,0.0,AND
364,Andorra,2022-09-13,0.0,AND
365,Andorra,2022-09-14,0.0,AND
366,Andorra,2022-09-15,0.0,AND
367,Andorra,2022-09-16,0.0,AND
368,Andorra,2022-09-17,0.0,AND
369,Andorra,2022-09-18,0.0,AND
370,Andorra,2022-09-19,0.0,AND
371,Andorra,2022-09-20,0.0,AND
372,Andorra,2022-09-21,0.0,AND
373,Andorra,2022-09-22,0.0,AND
374,Andorra,2022-09-23,0.0,AND
375,Andorra,2022-09-24,0.0,AND
376,Andorra,2022-09-25,0.0,AND
377,Andorra,2022-09-26,0.0,AND
378,Andorra,2022-09-27,0.0,AND
379,Andorra,2022-09-28,0.0,AND
380,Andorra,2022-09-29,0.0,AND
381,Andorra,2022-09-30,0.0,AND
382,Andorra,2022-10-01,0.0,AND
383,Andorra,2022-10-02,0.0,AND
384,Andorra,2022-10-03,0.0,AND
385,Andorra,2022-10-04,0.0,AND
386,Andorra,2022-10-05,0.0,AND
387,Andorra,2022-10-06,0.0,AND
388,Andorra,2022-10-07,0.0,AND
389,Andorra,2022-10-08,0.0,AND
390,Andorra,2022-10-09,0.0,AND
391,Andorra,2022-10-10,0.0,AND
392,Andorra,2022-10-11,0.0,AND
393,Andorra,2022-10-12,0.0,AND
394,Andorra,2022-10-13,0.0,AND
395,Andorra,2022-10-14,0.0,AND
396,Andorra,2022-10-15,0.0,AND
397,Andorra,2022-10-16,0.0,AND
398,Andorra,2022-10-17,0.0,AND
399,Andorra,2022-10-18,0.0,AND
400,Andorra,2022-10-19,0.0,AND
401,Andorra,2022-10-20,0.0,AND
402,Andorra,2022-10-21,0.0,AND
403,Andorra,2022-10-22,0.0,AND
404,Andorra,2022-10-23,0.0,AND
405,Andorra,2022-10-24,0.0,AND
406,Andorra,2022-10-25,0.0,AND
407,Andorra,2022-10-26,0.0,AND
408,Andorra,2022-10-27,0.0,AND
409,Andorra,2022-10-28,0.0,AND
410,Andorra,2022-10-29,0.0,AND
411,Andorra,2022-10-30,0.0,AND
412,Andorra,2022-10-31,0.0,AND
413,Andorra,2022-11-01,0.0,AND
414,Andorra,2022-11-02,0.0,AND
415,Andorra,2022-11-03,0.0,AND
416,Andorra,2022-11-04,0.0,AND
417,Andorra,2022-11-05,0.0,AND
418,Andorra,2022-11-06,0.0,AND
419,Andorra,2022-11-07,0.0,AND
420,Andorra,2022-11-08,0.0,AND
421,Andorra,2022-11-09,0.0,AND
422,Andorra,2022-11-10,0.0,AND
423,Andorra,2022-11-11,0.0,AND
424,Andorra,2022-11-12,0.0,AND
425,Andorra,2022-11-13,0.0,AND
426,Andorra,2022-11-14,0.0,AND
427,Andorra,2022-11-15,0.0,AND
428,Andorra,2022-11-16,0.0,AND
429,Andorra,2022-11-17,0.0,AND
430,Andorra,2022-11-18,0.0,AND
431,Andorra,2022-11-19,0.0,AND
432,Andorra,2022-11-20,0.0,AND
433,Andorra,2022-11-21,0.0,AND
434,Andorra,2022-11-22,0.0,AND
435,Andorra,2022-11-23,0.0,AND
436,Andorra,2022-11-24,0.0,AND
437,Andorra,2022-11-25,0.0,AND
438,Andorra,2022-11-26,0.0,AND
439,Andorra,2022-11-27,0.0,AND
440,Andorra,2022-11-28,0.0,AND
441,Andorra,2022-11-29,0.0,AND
442,Andorra,2022-11-30,0.0,AND
443,Andorra,2022-12-01,0.0,AND
444,Andorra,2022-12-02,0.0,AND
445,Andorra,2022-12-03,0.0,AND
446,Andorra,2022-12-04,0.0,AND
447,Andorra,2022-12-05,0.0,AND
448,Andorra,2022-12-06,0.0,AND
449,Andorra,2022-12-07,0.0,AND
450,Andorra,2022-12-08,0.0,AND
451,Andorra,2022-12-09,0.0,AND
452,Andorra,2022-12-10,0.0,AND
453,Andorra,2022-12-11,0.0,AND
454,Andorra,2022-12-12,0.0,AND
455,Andorra,2022-12-13,0.0,AND
456,Andorra,2022-12-14,0.0,AND
457,Andorra,2022-12-15,0.0,AND
458,Andorra,2022-12-16,0.0,AND
459,Andorra,2022-12-17,0.0,AND
460,Andorra,2022-12-18,0.0,AND
461,Andorra,2022-12-19,0.0,AND
462,Andorra,2022-12-20,0.0,AND
463,Andorra,2022-12-21,0.0,AND
464,Andorra,2022-12-22,0.0,AND
465,Andorra,2022-12-23,0.0,AND
466,Andorra,2022-12-24,0.0,AND
467,Andorra,2022-12-25,0.0,AND
468,Andorra,2022-12-26,0.0,AND
469,Andorra,2022-12-27,0.0,AND
470,Andorra,2022-12-28,0.0,AND
471,Andorra,2022-12-29,0.0,AND
472,Andorra,2022-12-30,0.0,AND
473,Andorra,2022-12-31,0.0,AND
474,Andorra,2023-01-01,0.0,AND
475,Andorra,2023-01-02,0.0,AND
476,Andorra,2023-01-03,0.0,AND
477,Andorra,2023-01-04,0.0,AND
478,Andorra,2023-01-05,0.0,AND
479,Andorra,2023-01-06,0.0,AND
480,Andorra,2023-01-07,0.0,AND
481,Andorra,2023-01-08,0.0,AND
482,Andorra,2023-01-09,0.0,AND
483,Andorra,2023-01-10,0.0,AND
484,Andorra,2023-01-11,0.0,AND
485,Andorra,2023-01-12,0.0,AND
486,Andorra,2023-01-13,0.0,AND
487,Andorra,2023-01-14,0.0,AND
488,Andorra,2023-01-15,0.0,AND
489,Andorra,2023-01-16,0.0,AND
490,Andorra,2023-01-17,0.0,AND
491,Andorra,2023-01-18,0.0,AND
492,Andorra,2023-01-19,0.0,AND
493,Andorra,2023-01-20,0.0,AND
494,Andorra,2023-01-21,0.0,AND
495,Andorra,2023-01-22,0.0,AND
496,Andorra,2023-01-23,0.0,AND
497,Andorra,2023-01-24,0.0,AND
498,Andorra,2023-01-25,0.0,AND
499,Andorra,2023-01-26,0.0,AND
500,Andorra,2023-01-27,0.0,AND
501,Andorra,2023-01-28,0.0,AND
502,Andorra,2023-01-29,0.0,AND
503,Andorra,2023-01-30,0.0,AND
504,Andorra,2023-01-31,0.0,AND
505,Andorra,2023-02-01,0.0,AND
506,Andorra,2023-02-02,0.0,AND
507,Andorra,2023-02-03,0.0,AND
508,Andorra,2023-02-04,0.0,AND
509,Andorra,2023-02-05,0.0,AND
510,Andorra,2023-02-06,0.0,AND
511,Andorra,2023-02-07,0.0,AND
512,Andorra,2023-02-08,0.0,AND
513,Andorra,2023-02-09,0.0,AND
514,Andorra,2023-02-10,0.0,AND
515,Andorra,2023-02-11,0.0,AND
516,Andorra,2023-02-12,0.0,AND
517,Andorra,2023-02-13,0.0,AND
518,Andorra,2023-02-14,0.0,AND
519,Andorra,2023-02-15,0.0,AND
520,Andorra,2023-02-16,0.0,AND
521,Andorra,2023-02-17,0.0,AND
522,Andorra,2023-02-18,0.0,AND
523,Andorra,2023-02-19,0.0,AND
524,Andorra,2023-02-20,0.0,AND
525,Andorra,2023-02-21,0.0,AND
526,Andorra,2023-02-22,0.0,AND
527,Andorra,2023-02-23,0.0,AND
528,Andorra,2023-02-24,0.0,AND
529,Andorra,2023-02-25,0.0,AND
530,Andorra,2023-02-26,0.0,AND
531,Andorra,2023-02-27,0.0,AND
532,Andorra,2023-02-28,0.0,AND
533,Andorra,2023-03-01,0.0,AND
534,Andorra,2023-03-02,0.0,AND
535,Andorra,2023-03-03,0.0,AND
536,Andorra,2023-03-04,0.0,AND
537,Andorra,2023-03-05,0.0,AND
538,Andorra,2023-03-06,0.0,AND
539,Andorra,2023-03-07,0.0,AND
540,Andorra,2023-03-08,0.0,AND
541,Andorra,2023-03-09,0.0,AND
542,Andorra,2023-03-10,0.0,AND
543,Argentina,2022-06-03,2.0,ARG
544,Argentina,2022-06-04,0.0,ARG
545,Argentina,2022-06-05,0.0,ARG
546,Argentina,2022-06-06,0.0,ARG
547,Argentina,2022-06-07,0.0,ARG
548,Argentina,2022-06-08,0.0,ARG
549,Argentina,2022-06-09,0.0,ARG
550,Argentina,2022-06-10,0.0,ARG
551,Argentina,2022-06-11,0.0,ARG
552,Argentina,2022-06-12,1.0,ARG
553,Argentina,2022-06-13,0.0,ARG
554,Argentina,2022-06-14,0.0,ARG
555,Argentina,2022-06-15,0.0,ARG
556,Argentina,2022-06-16,0.0,ARG
557,Argentina,2022-06-17,0.0,ARG
558,Argentina,2022-06-18,0.0,ARG
559,Argentina,2022-06-19,0.0,ARG
560,Argentina,2022-06-20,0.0,ARG
561,Argentina,2022-06-21,0.0,ARG
562,Argentina,2022-06-22,0.0,ARG
563,Argentina,2022-06-23,0.0,ARG
564,Argentina,2022-06-24,1.0,ARG
565,Argentina,2022-06-25,0.0,ARG
566,Argentina,2022-06-26,0.0,ARG
567,Argentina,2022-06-27,0.0,ARG
568,Argentina,2022-06-28,0.0,ARG
569,Argentina,2022-06-29,0.0,ARG
570,Argentina,2022-06-30,0.0,ARG
571,Argentina,2022-07-01,2.0,ARG
572,Argentina,2022-07-02,0.0,ARG
573,Argentina,2022-07-03,0.0,ARG
574,Argentina,2022-07-04,0.0,ARG
575,Argentina,2022-07-05,0.0,ARG
576,Argentina,2022-07-06,0.0,ARG
577,Argentina,2022-07-07,0.0,ARG
578,Argentina,2022-07-08,0.0,ARG
579,Argentina,2022-07-09,0.0,ARG
580,Argentina,2022-07-10,0.0,ARG
581,Argentina,2022-07-11,3.0,ARG
582,Argentina,2022-07-12,0.0,ARG
583,Argentina,2022-07-13,0.0,ARG
584,Argentina,2022-07-14,3.0,ARG
585,Argentina,2022-07-15,0.0,ARG
586,Argentina,2022-07-16,1.0,ARG
587,Argentina,2022-07-17,0.0,ARG
588,Argentina,2022-07-18,0.0,ARG
589,Argentina,2022-07-19,3.0,ARG
590,Argentina,2022-07-20,0.0,ARG
591,Argentina,2022-07-21,0.0,ARG
592,Argentina,2022-07-22,2.0,ARG
593,Argentina,2022-07-23,0.0,ARG
594,Argentina,2022-07-24,0.0,ARG
595,Argentina,2022-07-25,0.0,ARG
596,Argentina,2022-07-26,2.0,ARG
597,Argentina,2022-07-27,0.0,ARG
598,Argentina,2022-07-28,0.0,ARG
599,Argentina,2022-07-29,0.0,ARG
600,Argentina,2022-07-30,0.0,ARG
601,Argentina,2022-07-31,0.0,ARG
